pop	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
Mex_Highland	-0.0782072927258631	0.00258101083187801	0.078915811497248	-0.191412865202281	0.0163443068273899	-0.0505648785268654	-0.0757278293891819	0.0833430778558753	-0.0242831075813962	0.185469610283351	-0.114742048631026	0.0901283854523343	0.0628081103420138	-0.187452733578796	0.228713161413596	-0.364954762311543	-0.0783263805765138	0.17379050656145
Mex_Highland	0.0552419585790288	0.0358770254383305	0.0222458952493976	0.228692638421992	0.17814859785938	0.0437433560175264	-0.342993109611594	0.101487467682896	0.0495107342083212	0.0526943543341411	-0.718055578498736	-0.0186471647489991	-0.0153181909030603	0.179804429227549	0.146081481781827	-0.0589722619133072	0.0532147445946323	-0.0699204969821924
Mex_Highland	-0.0773535608731152	0.0763243882328419	0.136161081446354	-0.146154664100613	0.264528999472087	-0.0675828740377973	-0.124932903620389	0.069476226157463	-0.0254649715384239	0.0107796611274549	0.180466697236873	0.135881926510754	0.00608804926066919	-0.146823410186072	0.413052145254215	-0.105151908572066	0.160540882776766	-0.135955286203186
Mex_Lowland	0.134125026090552	-0.247211439031921	0.161529330400044	-0.00974065032881314	-0.213901959912224	0.131630673504687	-0.367069091965826	0.330878970668856	-0.135054481785327	-0.133907351059103	0.0118472992903904	0.0259270040928793	0.188536577554219	0.0965753071783186	-0.224667462750202	-0.128751107897114	0.0479407021974253	-0.00227568779080662
Mex_Lowland	0.241451665358337	-0.230701547028664	0.211920918692948	0.238423156121713	0.492758620826781	0.0311789286197253	-0.105314044846537	-0.518359660938018	0.0359493008774474	-0.0532156431186671	0.169128287969965	0.137346935333417	-0.0466168561580219	-0.118772399353997	0.0454263793750602	-0.0169298171930552	0.00982211827466479	0.0857977635440183
Gua_Highland	-0.00910313287585938	0.143585257379787	0.239808972398967	0.239482634900302	-0.136779632375701	0.0511407269445417	0.119435762075018	0.0260428569691668	0.0277536511188307	0.026027565882944	-0.020966648451279	-0.188305498828527	0.204195525183852	-0.261714340039211	0.00176168789071399	0.222286342722877	0.0777330676610024	0.155613667816403
Gua_Highland	0.043622464360892	0.0975230824709447	0.259656803351393	0.472840804536721	-0.204262377883966	-0.0397842601253799	0.301227173708829	-0.0934659171987289	0.0578378995432447	0.0348301784244718	0.142146504066235	-0.145471961582285	-0.172305614061026	0.321029667066515	0.0841057760866365	-0.28509927291324	-0.07837759745701	-0.15528838334325
Gua_Highland	-0.0138571727340077	0.16748605333659	0.238540628601444	0.251363948168181	-0.105416176901051	0.0973131937459727	0.0304322215868217	0.11865407076297	0.0256684710646591	0.0199533244266235	-0.127469688508037	-0.181196878882114	0.0970136091056382	-0.305247883841132	-0.0670682929161464	0.268846732301367	-0.0402763817929769	-0.0371412316634505
Mex_Lowland	0.259293821278531	-0.0239803208434826	-0.235396348939923	0.152208733430965	-0.10111288054365	0.0119290181578262	-0.284423205597696	-0.0325579518956909	0.143615661903485	0.446334576842773	0.288027819252284	0.00848460177808774	0.350815398273052	0.0157205274111126	0.0406370872967776	0.0809406753015855	0.119487930376191	0.0381727589639254
Mex_Lowland	0.11975183404569	-0.15390491388496	-0.0814295011695105	-0.0537867763939059	-0.330239676446198	-0.192905051130498	-0.0855601827008683	-0.178255777641641	-0.0035362177781737	0.27042220262862	0.00242502457072514	-0.0687866044915077	-0.28034376556975	0.324982185528184	0.046024326670246	0.131707091514167	0.116017041371842	-0.0401175344552739
Andes	-0.0613155920985982	0.264176917209739	0.122721279156139	-0.288949978054778	-0.153788884810673	0.301082042743975	-0.103161125061239	-0.156604696079523	-0.11542922421708	-0.203804774292539	0.187977584745723	-0.374335221066423	-0.104019212766141	-0.016347387473047	0.140404001328265	-0.0833657549301231	0.391814439683113	0.100855971352503
Andes	-0.0288102984384047	0.57881672429988	-0.156456649901612	-0.0323208738550136	0.0707867702443945	0.0558659251578138	-0.318020121256261	-0.0105055015413362	0.0101329175827731	-0.145726322635972	0.0733596480252046	0.180729536939427	-0.145923419634862	0.166728327562001	-0.0860446028102904	0.143292947105172	-0.109617312515044	-0.100177080471863
Andes	-0.116673943706398	0.14995227738772	0.151409346534289	-0.247541793236803	0.00416685469691064	-0.0183548392254301	0.0921947549167855	-0.174903914329642	0.0413524047128867	0.146322822572909	-0.0782754381983017	-0.0870879999256274	0.170474616439973	0.200691255802544	-0.0932577301245235	-0.130811249797796	-0.425145194054964	-0.153362397831497
SA_Lowland	0.287965501408512	0.018351231004871	-0.0758503806086314	-0.0289252538143169	-0.251055783091464	0.265285729574821	0.176990214373027	-0.169622603819958	-0.116527241318896	-0.353613371480686	-0.0195504337607916	0.499580997789313	0.306954996395654	0.046460226613007	-0.0763924088612249	-0.001636405879536	-0.0518278276014227	-0.0935518056629042
Andes	-0.095598688630905	0.121057013979412	0.144732659914727	-0.226708579081929	0.00723856771787251	-0.0386699359039306	0.0939910808102975	-0.205036608401889	0.0709781169208142	0.218112983615133	-0.133412499218656	0.0546621805942597	0.109144562529263	-0.183487617622481	-0.222629578767553	0.0207222716873359	-0.28131957866645	0.163220031892895
SA_Lowland	0.244100803044275	0.238384369671108	-0.245482967158847	0.101903725230444	0.0256813189075357	-0.252906655564582	0.349280093229218	0.131803937413248	0.0185905194614102	-0.197041471788379	-0.178931895496539	0.149322167653013	-0.127366164490969	-0.0236141594938486	0.191039981248067	-0.0433429274490378	0.127197975062087	0.30496710728982
SA_Lowland	0.292782774364528	0.159501905529139	-0.38305664205132	-0.0352240053031625	0.0934924473331644	-0.378323653908596	-0.0783500790753165	0.0248989750591182	-0.0243233481896519	-0.0643376817183962	0.129699918389417	-0.345134273303366	0.0259932030192477	-0.214051511259417	-0.2166722533444	-0.130230266057645	-0.160898110505054	-0.0925712963565741
SA_Lowland	0.290350053238877	-0.114760753634907	-0.0979918677002206	-0.156694713316978	0.393516141174576	0.476893723342404	0.356370561542476	0.381117687040502	0.013591044482279	0.191865946784977	0.0581576625973514	-0.197118854102853	-0.0668724412586132	0.168113323083656	-0.0654623605711115	0.0512437386309013	-0.0605727406802156	-0.0205496570745848
SA_Lowland	0.189358868931677	-0.132769041708333	-0.0765897069806629	-0.304686279697449	-0.215712257321567	0.0902725015594419	0.145860569835789	-0.184557685349059	-0.0414996162378101	0.133828135622379	-0.261929898025632	-0.0027087211650373	-0.155245170415965	-0.22719184896525	0.18297243105888	0.025430591595243	0.12885934275413	-0.237339972906004
Andes	-0.132327813211881	0.120484991306756	0.191357764363306	-0.126160921904662	0.274414834864733	-0.134769123709262	0.0517630107564977	0.0449605212681038	0.0392562288839771	0.0107497507068394	0.0531076962698234	0.116839014561477	-0.0111081036838269	0.30919590890372	-0.242266609545744	0.30804868256777	0.261678395356421	-0.0712753356207002
