sample	geoDis	latitude	longitude	country_name	state	region	site_name	elevation	countN	known	hetero	percpoly
SEEDGWAS5022	191.970019978	19.25	-98.88333333	Mexico	NA		CHALCO	2247	415499	312487	12627	0.0404080809761686
SEEDGWAS5023	215.010867381	19.521431	-98.857468	Mexico	NA		TEXCOCO	2273	413485	314501	13105	0.0416691838817683
SEEDGWAS5024	188.220230968	19.518555	-101.219653	Mexico	NA		OJOS DE AGUA	2229	351178	376808	18386	0.0487940808050784
SEEDGWAS5025	302.12521319	18.619245	-97.431577	Mexico	NA		CHAPULCO	2033	524255	203731	5854	0.0287339678301289
SEEDGWAS5026	3118.93084527	0.35	-78.11666667	Central America	NA	IMBABURA	IBARRA	2213	320732	407254	18975	0.0465925442107383
SEEDGWAS5027	271.287182115	20.51666667	-99.88333333	Mexico	NA		TEQUISQUIAPAN	1885	318841	409145	17481	0.0427256840484425
SEEDGWAS5028	578.196515316	22.63333333	-102.9666667	Mexico	NA		GARCIA SALINAS	2028	347163	380823	17297	0.0454200507847478
SEEDGWAS5029	356.004118586	19.812923	-97.381224	Mexico	NA		CHIGNAUTLA	1978	291174	436812	22328	0.0511158118366712
SEEDGWAS503	1186.32987465	19.670577	-89.080905	Mexico	NA	FELIPE CARRILLO PUERTO	PUERTO ARTURO	65	401581	326405	9936	0.0304407101606899
SEEDGWAS5030	268.414786431	19.43333333	-98.11666667	Mexico	NA		TETLA	2424	253601	474385	27372	0.0576999694341094
SEEDGWAS5031	578.196515316	22.63333333	-102.9666667	Mexico	NA		GARCIA SALINAS	2028	239934	488052	30265	0.062011834804488
SEEDGWAS5032	337.853973228	21.135163	-100.07212	Mexico	NA	SANTA CATARINA	SANTA CATARINA	1578	292760	435226	21647	0.049737377822097
SEEDGWAS5033	337.853973228	21.135163	-100.07212	Mexico	NA	SANTA CATARINA	SANTA CATARINA	1578	288085	439901	23410	0.053216519171359
SEEDGWAS5034	367.568142215	19.78333333	-97.23333333	Mexico	NA		ATZALAN	1757	340091	387895	14888	0.038381520772374
SEEDGWAS5035	210.409248793	17.85	-98.27	Mexico	NA	SAN JUAN CIENEGUILLA	SAN JUAN CIENEGUILLA	1447	312010	415976	20211	0.0485869377079447
SEEDGWAS5036	238.150223365	18.412527	-98.010878	Mexico	NA		SANTA INES AHUATEMPAM	1819	374210	353776	15038	0.0425071231513726
SEEDGWAS5037	304.75773896	18.627026	-97.407682	Mexico	NA		SAN PEDRO CHAPULCO	2007	380099	347887	15125	0.0434767611322067
SEEDGWAS5038	197.026718429	18.89	-98.57	Mexico	NA		TOCHIMILCO	2043	356433	371553	17045	0.0458750164848622
SEEDGWAS5039	217.51861945	19.572939	-98.882179	Mexico	NA	ACOLMAN	SAN PEDRO TEPETITLAN	2263	339806	388180	18032	0.046452676593333
SEEDGWAS504	1186.32987465	19.670577	-89.080905	Mexico	NA	FELIPE CARRILLO PUERTO	PUERTO ARTURO	65	373926	354060	13356	0.0377224199288256
SEEDGWAS5040	197.026718429	18.89	-98.57	Mexico	NA		TOCHIMILCO	2043	312073	415913	23438	0.0563531315443374
SEEDGWAS5041	210.356778656	19.73333333	-99.23333333	Mexico	NA		TEPOTZOTLAN	2326	310812	417174	21955	0.0526279202443105
SEEDGWAS5042	223.146213703	19.652634	-98.898542	Mexico	NA	ACOLMAN	SAN BARTOLO	2263	298195	429791	22153	0.0515436572659735
SEEDGWAS5043	241.189705577	19.73333333	-98.73333333	Mexico	NA		AXAPUSCO	2392	318691	409295	21301	0.0520431473631488
SEEDGWAS5044	219.519345664	19.622791	-98.914614	Mexico	NA		ACOLMAN	2259	332380	395606	19302	0.0487909687921821
SEEDGWAS5045	210.356778656	19.73333333	-99.23333333	Mexico	NA	TEPOTZOTLAN	EL ROSARIO	2392	322737	405249	19597	0.0483579231534193
SEEDGWAS5046	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	246499	481487	28688	0.0595820863283952
SEEDGWAS5047	566.745766746	23.13333333	-101.1166667	Mexico	NA		CHARCAS	2043	416229	311757	13850	0.0444256263692555
SEEDGWAS5048	233.815021887	19.83333333	-98.98333333	Mexico	NA		TIZAYUCA	2271	271834	456152	25617	0.0561589119416335
SEEDGWAS5049	241.189705577	19.73333333	-98.73333333	Mexico	NA		AXAPUSCO	2392	283456	444530	24802	0.0557937597012575
SEEDGWAS5050	215.010867381	19.521431	-98.857468	Mexico	NA		TEXCOCO	2273	282428	445558	23745	0.0532927250773188
SEEDGWAS5051	210.356778656	19.73333333	-99.23333333	Mexico	NA		TEPOTZOTLAN	2326	369519	358467	14290	0.0398641994939562
SEEDGWAS5052	266.003678471	20.474247	-99.927547	Mexico	NA	TEQUISQUIAPAN	SAN NICOLAS	1894	254255	473731	28189	0.059504233415166
SEEDGWAS5053	244.157101271	19.16666667	-98.21666667	Mexico	NA		PAPALOTLA	2207	331761	396225	19964	0.0503855132815951
SEEDGWAS5054	241.260580888	19.25	-98.3	Mexico	NA		TETLATLAHUCA	2240	317567	410419	21011	0.0511940236684949
SEEDGWAS5055	244.402934096	19.567345	-98.513073	Mexico	NA		AMAXAC	2563	283720	444266	23814	0.0536030216131777
SEEDGWAS5056	321.419390033	17.45	-97.28333333	Mexico	NA		SA JUAN SAYULTEPEC	2079	334564	393422	18801	0.0477883799075802
SEEDGWAS5057	341.679688748	18.78333333	-97.08333333	Mexico	NA		SAN ANDRES TENEJAPA	1550	364719	363267	15876	0.0437033917201397
SEEDGWAS5058	312.485683492	17.53333333	-97.35	Mexico	NA	YANHUITLAN	CAMPO EXPERIMENTAL	2187	268633	459353	26097	0.0568125167354954
SEEDGWAS506	1292.64162198	19.58333333	-88.05	Mexico	NA	FELIPE CARRILLO PUERTO	EJIDO MORELOS	12	404236	323750	10536	0.0325436293436293
SEEDGWAS5060	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	322666	405320	20246	0.0499506562715879
SEEDGWAS5061	244.402934096	19.567345	-98.513073	Mexico	NA		AMAXAC	2563	258004	469982	26600	0.0565979122604695
SEEDGWAS5062	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	284555	443431	23158	0.0522245851101975
SEEDGWAS5063	247.239464743	19.25	-98.23333333	Mexico	NA		TEPEYANCO	2278	285797	442189	23613	0.0534002428825683
SEEDGWAS5064	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	368083	359903	15155	0.0421085681419716
SEEDGWAS5065	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	268985	459001	25022	0.0545140424530665
SEEDGWAS5066	442.000062198	16.9	-96.26666667	Mexico	NA	TLACOLULA	SAN LORENZO DE ALBARRADAS	2164	439101	288885	10715	0.037090883915745
SEEDGWAS5067	442.59929626	16.8965	-96.261935	Mexico	NA	SAN LORENZO DE ALBARRA	ROAGUIA	1827	342260	385726	14681	0.0380606959344198
SEEDGWAS5068	241.260580888	19.25	-98.3	Mexico	NA		TETLATLAHUCA	2240	334974	393012	18868	0.0480087122021719
SEEDGWAS5069	184.441423059	19.046412	-98.805501	Mexico	NA		OZUMBA	2360	413352	314634	12554	0.0399003286358118
SEEDGWAS507	1225.62368311	19.733923	-88.710606	Mexico	NA	JOSE MARIA MORELOS	RANCHO STA. MARGARITA EJIDO LA PRESUMIDA	26	357175	370811	14180	0.0382405052708792
SEEDGWAS5070	839.653581106	16.714786	-92.457989	Mexico	NA		HUISTAN	1962	384555	343431	15629	0.0455084136260268
SEEDGWAS5071	839.653581106	16.714786	-92.457989	Mexico	NA		HUISTAN	1962	469949	258037	4693	0.018187314222379
SEEDGWAS5072	815.054607038	16.78	-92.68	Mexico	NA		CHAMULA	2340	270690	457296	22504	0.0492110143102061
SEEDGWAS5073	437.710162665	21.41666667	-102.5	Mexico	NA	TEOCALTICHE	LOS CANOS Y EL PANDO EJIDO LA PARRITA	1740	354971	373015	16933	0.0453949573073469
SEEDGWAS5074	400.644422671	21.21666667	-102.1666667	Mexico	NA	SAN JUAN DE LOS LAGOS	ESTANCIA VIEJA (RANCHO)	1832	363400	364586	16600	0.0455310955439869
SEEDGWAS5075	337.72175113	20.784944	-98.734909	Mexico	NA		MOLANGO	1520	306292	421694	21817	0.0517365672739
SEEDGWAS5076	279.770658611	19.31666667	-97.91666667	Mexico	NA		HUAMANTLA	2492	312884	415102	21839	0.0526111654484922
SEEDGWAS5077	585.696267672	22.875871	-102.622283	Mexico	NA		MORELOS	2274	299618	428368	24108	0.0562787136294028
SEEDGWAS5078	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	239687	488299	29419	0.0602479218675443
SEEDGWAS5079	242.624724949	19.16666667	-98.23333333	Mexico	NA		XICOHTZINGO	2184	294810	433176	22389	0.051685688957837
SEEDGWAS508	1192.18090694	20.883144	-89.249339	Mexico	NA		TAHMEK	16	411413	316573	8990	0.0283978734762598
SEEDGWAS5080	337.72175113	20.784944	-98.734909	Mexico	NA		MOLANGO	1520	287483	440503	24348	0.0552731763461316
SEEDGWAS5081	279.266849842	19.606107	-98.118071	Mexico	NA		TLAXCO	2541	280806	447180	24061	0.0538060736168881
SEEDGWAS5082	192.436549823	19.22	-98.85	Mexico	NA		COCOTITLAN	2286	428809	299177	13340	0.044588989126838
SEEDGWAS5083	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	419385	308601	17413	0.0564256110641249
SEEDGWAS5084	292.906160623	20.727971	-100.446729	Mexico	NA		SANTA ROSA JAUREGUI	2002	415307	312679	10701	0.0342235967237966
SEEDGWAS5085	351.710745241	19.86666667	-97.46666667	Mexico	NA		YAONAHUAC	1784	467625	260361	7085	0.027212216883481
SEEDGWAS5086	353.16478358	19.86666667	-97.45	Mexico	NA		TETELES DE AVILA CASTILLO	1791	424228	303758	12689	0.0417733853923189
SEEDGWAS5087	191.970019978	19.25	-98.88333333	Mexico	NA		CHALCO	2247	393917	334069	13378	0.0400456193181648
SEEDGWAS5088	365.131995549	19.76666667	-97.25	Mexico	NA		ALTOTONGA	1888	438768	289218	12257	0.0423797965548479
SEEDGWAS5089	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	361812	366174	7024	0.0191821374537788
SEEDGWAS509	1292.64162198	19.58333333	-88.05	Mexico	NA	FELIPE CARRILLO PUERTO	EJIDO DOZULA	12	352396	375590	13144	0.0349956069117921
SEEDGWAS5090	264.952033637	19.35	-98.1	Mexico	NA		COAXOMULCO	2454	412511	315475	12626	0.0400221887629765
SEEDGWAS5091	337.72175113	20.784944	-98.734909	Mexico	NA		MOLANGO	1520	379069	348917	15511	0.0444546983953204
SEEDGWAS5092	337.72175113	20.784944	-98.734909	Mexico	NA		MOLANGO	1520	406291	321695	14660	0.0455711154975987
SEEDGWAS5093	224.321985393	19.71666667	-98.96666667	Mexico	NA		TECAMAC	2274	426601	301385	12626	0.0418932594521957
SEEDGWAS5094	402.216767503	20.61666667	-103	Mexico	NA	ZAPOTLANEJO	LAS VENADAS	1707	470702	257284	9787	0.0380396760000622
SEEDGWAS5095	296.725686075	20.15	-98.43333333	Mexico	NA		ACATLAN	2147	410604	317382	13618	0.0429072852272656
SEEDGWAS5096	232.156151675	20.184461	-100.376967	Mexico	NA	CORONEO	CORONEO FRACCION SALITRILLO	2312	359798	368188	18100	0.0491596684302585
SEEDGWAS5097	351.143203509	19.83333333	-97.45	Mexico	NA		ATEMPAN	1992	367721	360265	14902	0.0413639959474276
SEEDGWAS5098	365.131995549	19.76666667	-97.25	Mexico	NA		ALTOTONGA	1888	332291	395695	21471	0.0542614892783583
SEEDGWAS5099	224.321985393	19.71666667	-98.96666667	Mexico	NA		TECAMAC	2274	392247	335739	14739	0.0439001724553895
SEEDGWAS510	400.261908292	19.73333333	-96.85	Mexico	NA		LANDERO Y COSS	1979	356363	371623	15009	0.040387704743786
SEEDGWAS5100	175.094453396	19.41	-99.32	Mexico	NA	HUIXQUILUCAN	MAGDALENA CHICHICASPAN	2570	391654	336332	12710	0.0377900407930259
SEEDGWAS5101	219.578640425	19.607411	-98.894349	Mexico	NA	ACOLMAN	CHIPILTEPEC	2268	374496	353490	15816	0.0447424255283035
SEEDGWAS5103	313.578438131	17.517894	-97.342947	Mexico	NA	YANHUITLAN	RANCHERIA XACANI	2135	399804	328182	11898	0.0362542735433388
SEEDGWAS5104	503.264597232	22.233853	-102.212362	Mexico	NA	TEPEZALA	EL GIGANTE	1973	384895	343091	14497	0.0422540958521209
SEEDGWAS5105	407.451324409	19.796015	-103.680049	Mexico	NA	VENUSTIANO CARRANZA	LA CANADA	2162	374677	353309	15082	0.0426878454836984
SEEDGWAS5106	404.390115631	20.030919	-103.506517	Mexico	NA	ATOYAC	EL TEPOPOTE	1356	310366	417620	20297	0.0486015995402519
SEEDGWAS5107	520.539871153	22.58	-101.7	Mexico	NA	SALINAS	E. RINCON DE DIEGO M.	2132	370381	357605	15129	0.042306455446652
SEEDGWAS5108	402.737367708	19.988464	-103.515374	Mexico	NA	ATOYAC	R. EL TEPOPOTE	1353	348034	379952	18245	0.0480192234808607
SEEDGWAS5109	509.408314278	22.287284	-102.229694	Mexico	NA	TEPEZALA	EL CHAYOTE	1932	432274	295712	10174	0.0344050968509901
SEEDGWAS5110	188.186350263	19.155854	-98.846801	Mexico	NA		TENANGO DEL AIRE	2435	359598	368388	16223	0.044037807963343
SEEDGWAS5111	208.774799793	19.677872	-99.166836	Mexico	NA	ESTADO DE Mexico	LOS MORALES	2257	358601	369385	14630	0.0396063727547139
SEEDGWAS5112	238.224932908	20.100817	-101.055509	Mexico	NA	YURIRIA	EL TIMBINAL	2024	357821	370165	16539	0.0446800751016439
SEEDGWAS5113	412.690715594	20.03	-103.6	Mexico	NA	AMACUECA	CERRO BOLA	1580	353130	374856	17748	0.0473461809334785
SEEDGWAS5114	832.761005786	16.83	-92.5	Mexico	NA	TENEJAPA	NUEVO POBLADO NARANJASECA	2272	315153	412833	20105	0.0487000796932416
SEEDGWAS5115	825.634932303	16.795065	-92.575401	Mexico	NA	CHAMULA	EL CRUCERO	2620	346433	381553	17325	0.0454065359203046
SEEDGWAS5116	815.054607038	16.78	-92.68	Mexico	NA	CHAMULA	TENTIC	2340	333790	394196	18158	0.0460633796385554
SEEDGWAS5117	820.935006348	16.75	-92.63	Mexico	NA	SN CRISTOBAL DE LAS C.	EJIDO PEDERNAL	2131	348566	379420	16401	0.0432265036107743
SEEDGWAS5118	820.935006348	16.75	-92.63	Mexico	NA	SN CRISTOBAL DE LAS C.	EJIDO PEDERNAL	2131	346964	381022	17767	0.0466298533942922
SEEDGWAS5119	837.176945574	16.77	-92.47	Mexico	NA	HUIXTAN	BAZON	2341	330404	397582	17668	0.0444386315275842
SEEDGWAS5120	812.371109894	16.756442	-92.710791	Mexico	NA	ZINACANTAN	NACHIJ	2191	367540	360446	16870	0.0468031272368122
SEEDGWAS5121	812.371109894	16.756442	-92.710791	Mexico	NA	ZINACANTAN	NACHIJ	2191	419539	308447	12033	0.0390115643854536
SEEDGWAS5122	815.054607038	16.78	-92.68	Mexico	NA	CHAMULA	CHAMULA	2340	382719	345267	14046	0.0406815594887435
SEEDGWAS5123	186.512837537	19.03	-98.77	Mexico	NA		ATLAUTA	2386	403282	324704	10365	0.0319213807036563
SEEDGWAS5124	193.910643629	19.12	-98.75	Mexico	NA		AMECAMECA	2501	301466	426520	18677	0.0437892713120135
SEEDGWAS5125	222.963326048	19.58333333	-98.81666667	Mexico	NA		TEPETLAOXTOC	2328	330525	397461	17784	0.0447440126201061
SEEDGWAS5127	860.537446742	24.771032	-104.470092	Mexico	NA		SAN JUAN DEL RIO	1712	419795	308191	14043	0.0455658990690838
SEEDGWAS5128	357.45581732	21.253292	-100.913794	Mexico	NA		DOLORES HIDALGO	2004	415883	312103	13873	0.0444500693681253
SEEDGWAS513	366.456069679	17.528084	-96.831814	Mexico	NA	SAN JUAN BAUTISTA VALL	SAN JUAN BAUTISTA VALLE NACIONAL	993	369811	358175	10987	0.0306749493962449
SEEDGWAS5131	851.278624656	24.50251	-104.760042	Mexico	NA	CANATLAN	ARNULFO R. YANEZ	1946	508291	219695	7009	0.0319033205125287
SEEDGWAS5132	504.786110608	22.160244	-102.411485	Mexico	NA		SAN JOSE DE GRACIA	2056	306568	421418	23496	0.055754618929424
SEEDGWAS5136	1432.98933648	28.96666667	-107.8333333	Mexico	NA	MUNICIPIO TEMOSACHIC	TOCOMOLOCHIC	1870	355736	372250	17477	0.0469496306245803
SEEDGWAS5137	1119.46936074	26.03333333	-106.95	Mexico	NA	GUADALUPE Y CALVO	NOBOGAME	2586	345074	382912	20449	0.0534039152599031
SEEDGWAS5138	1119.46936074	26.03333333	-106.95	Mexico	NA	GUADALUPE Y CALVO	NOBOGAME	2586	331429	396557	18721	0.0472088501779063
SEEDGWAS5139	580.318430958	22.3	-103.55	Mexico	NA		MONTE ESCOBEDO	2190	398664	329322	16676	0.0506373701119269
SEEDGWAS5140	222.820769664	19.268596	-98.523863	Mexico	NA		SAN SALVADOR EL VERDE	2438	501570	226416	7199	0.0317954561515087
SEEDGWAS5141	223.49004733	19.33333333	-98.56666667	Mexico	NA		SANTA RITA TLAHUAPAN	2593	372185	355801	16378	0.0460313489844042
SEEDGWAS5142	224.602763935	19.81666667	-99.11666667	Mexico	NA		ZUMPANGO	2259	471916	256070	9564	0.0373491623384231
SEEDGWAS5143	212.601983363	19.552262	-98.928459	Mexico	NA		SAN SALVADOR ATENCO	2245	547912	180074	4983	0.0276719570843098
SEEDGWAS5144	201.082883578	19.41666667	-98.93333333	Mexico	NA		CHICOLOAPAN	2243	288276	439710	22991	0.0522867344386073
SEEDGWAS5145	729.044266936	23.739833	-103.832054	Mexico	NA	SOMBRERETE	VILLA INSURGENTES (EL CALABAZAL)	2179	274984	453002	24124	0.0532536280193023
SEEDGWAS5146	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	488165	239821	9049	0.037732308680224
SEEDGWAS5147	220.998204166	19.835255	-99.217527	Mexico	NA	HUEHUETOCA	SALITRILLO	2259	351064	376922	18683	0.0495672844779557
SEEDGWAS5148	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	304270	423716	22109	0.0521788178874529
SEEDGWAS5150	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	293442	434544	21360	0.0491549762509665
SEEDGWAS5151	310.463397483	19.366031	-97.613864	Mexico	NA		ORIENTAL	2354	318105	409881	19783	0.0482652282003801
SEEDGWAS5152	315.154336431	19.11666667	-97.45	Mexico	NA		TLACHICHUCA	2553	379001	348985	15130	0.043354298895368
SEEDGWAS5153	440.511505529	21.88333333	-101.5	Mexico	NA	OJUELOS DE JALISCO	LA PAZ	2228	345683	382303	18046	0.0472033962589883
SEEDGWAS5154	473.994825683	22.139738	-101.699038	Mexico	NA	VILLA GONZALEZ ORTEGA	SAN NICOLAS	2197	345523	382463	17787	0.0465064594483649
SEEDGWAS5155	509.636628123	22.231913	-102.362002	Mexico	NA	RINCON DE RAMOS	LA MOJONERA,LA ESCALERA	2052	431222	296764	12220	0.0411775013141756
SEEDGWAS5156	850.130283539	24.516667	-104.716667	Mexico	NA		CANATLAN	1936	469714	258272	8266	0.0320050179655557
SEEDGWAS5157	249.441956291	19.321451	-98.255482	Mexico	NA		SANTA CRUZ TLAXCALA	2230	401208	326778	14139	0.0432679066522226
SEEDGWAS5158	484.859052305	22.3	-101.5	Mexico	NA	PINOS	EL SITIO	2440	499113	228873	7436	0.0324896339891556
SEEDGWAS5159	296.725686075	20.15	-98.43333333	Mexico	NA		ACATLAN	2147	415656	312330	13339	0.0427080331700445
SEEDGWAS516	7049.44267145	-30.65	-58.02	South America	NA	ENTRE RIOS	COLONIA 16	48	391356	336630	11271	0.0334818643614651
SEEDGWAS5160	1570.5756491	30.38333333	-107.9333333	Mexico	NA		ANTIGUA CASAS GRANDES	1462	373495	354491	15935	0.0449517759266103
SEEDGWAS5161	852.956535881	24.51666667	-104.7666667	Mexico	NA		CANATLAN	1936	357949	370037	14398	0.0389096225512584
SEEDGWAS5162	849.501091831	24.52	-104.7	Mexico	NA	CANATLAN	COLONIA AMBURGO	1933	367978	360008	16942	0.0470600653318815
SEEDGWAS5163	533.647688154	22.48333333	-102.3333333	Mexico	NA		GENARO CODINA	2049	487888	240098	8566	0.0356770985181051
SEEDGWAS5164	1465.87298634	29.375447	-107.74083	Mexico	NA		GOMEZ FARIAS	2162	352923	375063	16765	0.0446991572082557
SEEDGWAS5165	1395.96837319	28.2	-108.3833333	Mexico	NA	OCAMPO	EJIDO BASARACHIC	1948	265090	462896	26746	0.0577797172583042
SEEDGWAS5166	1469.9374872	29.2	-108.1166667	Mexico	NA		MADERA	2112	394010	333976	13203	0.0395327807986203
SEEDGWAS5167	354.791406473	19.060025	-97.031108	Mexico	NA		COSCOMATEPEC DE BRAVO	1489	350314	377672	17027	0.045084094134593
SEEDGWAS5168	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	270837	457149	25295	0.0553320689753231
SEEDGWAS5169	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	469260	258726	9265	0.0358100848001361
SEEDGWAS517	7033.98986443	-31.485417	-59.227485	South America	NA	ENTRE RIOS	MOJONES NORTE	56	363673	364313	12859	0.0352965719038299
SEEDGWAS5170	351.143203509	19.83333333	-97.45	Mexico	NA		ATEMPAN	1992	372333	355653	15261	0.0429098025322435
SEEDGWAS5171	419.770690432	21.83299	-99.634229	Mexico	NA		RAYON	963	361897	366089	15627	0.0426863412995201
SEEDGWAS5172	400.261908292	19.73333333	-96.85	Mexico	NA		LANDERO Y COSS	1979	439744	288242	10578	0.0366983298755907
SEEDGWAS5173	400.261908292	19.73333333	-96.85	Mexico	NA		LANDERO Y COSS	1979	309968	418018	19953	0.0477323942988101
SEEDGWAS518	6861.14465233	-29.08	-58.98	South America	NA	CORRIENTES	IFRAN	75	355726	372260	13454	0.0361414065438135
SEEDGWAS5187	316.739676638	18.761556	-103.165492	Mexico	NA	COALCOMAN	LA HUISACHERA	1014	274991	452995	22321	0.0492742745504917
SEEDGWAS5189	317.949353282	18.332954	-97.241203	Mexico	NA	ZINACATEPEC	SAN SEBASTIAN	1137	244250	483736	26491	0.0547633419881919
SEEDGWAS519	6545.5153376	-26.7	-60.83333333	South America	NA	CHACO	BAJO HONDO	106	407025	320961	9389	0.0292527752592994
SEEDGWAS5190	300.167838364	18.483431	-97.427292	Mexico	NA		TEHUACAN	1677	270326	457660	21700	0.0474151116549403
SEEDGWAS5191	283.023334767	20.59568	-100.777428	Mexico	NA		GRANJA SANTA TERESITA	1768	266446	461540	27201	0.0589353035489882
SEEDGWAS5192	456.769957121	19.8	-104.2	Mexico	NA		EL GRULLO	870	268418	459568	22053	0.0479863698081677
SEEDGWAS5193	587.171470822	21.43333333	-104.6	Mexico	NA		SAN JOSE DE MOJARRAS	860	275498	452488	23938	0.0529030604126518
SEEDGWAS5194	531.576347838	20.375341	-104.69997	Mexico	NA		SAN JOSE DE LOS ANDRADE	1441	421545	306441	12063	0.0393648369506691
SEEDGWAS5195	412.324437415	21.79805556	-99.9322222	Mexico	NA	RIO VERDE	PLAZUELAS	943	361904	366082	15415	0.0421080522942947
SEEDGWAS5196	2031.2038262	9.421917	-83.658268	Central America	NA	SAN JOSE	RIVAS DE PEREZ ZELEDON	871	460862	267124	7759	0.0290464353633519
SEEDGWAS5197	859.943422291	24.766667	-104.466667	Mexico	NA		SN JUAN DEL RIO	1750	308960	419026	22116	0.0527795411263263
SEEDGWAS5199	1161.34954232	14.259326	-90.11921	Central America	NA	JUTIAPA	LLANO GRANDE ACATEMPA	1351	357104	370882	14321	0.0386133595051795
SEEDGWAS52	1311.31529957	21.15474	-88.137823	Mexico	NA		TIZIMIN	17	300199	427787	16062	0.0375467230186986
SEEDGWAS520	6585.74648131	-26.87	-60.45	South America	NA	CHACO	PRESIDENCIA ROQUE SAENZ PENA	92	404727	323259	10009	0.0309627883523738
SEEDGWAS5200	1018.9939212	14.617455	-91.399905	Central America	NA	SUCHITEPEQUEZ	FINCA SAN JAIME SANTO TOMAS LA UNION	726	412751	315235	11231	0.0356273890906784
SEEDGWAS5201	94.4832379201	18.75	-99.66666667	Mexico	NA	GUERRERO	PILCAYA	1617	308967	419019	20580	0.0491147179483508
SEEDGWAS5202	133.865112529	18.830753	-99.234331	Mexico	NA		ACATLIPA	1233	414332	313654	12954	0.0413002863027412
SEEDGWAS5203	132.621030188	18.830607	-99.24911	Mexico	NA		TETLAMA	1270	412932	315054	12034	0.0381966266100415
SEEDGWAS5204	132.621030188	18.830607	-99.24911	Mexico	NA		TETLAMA	1270	461537	266449	9821	0.0368588360249053
SEEDGWAS5205	118.578912379	18.68	-99.3	Mexico	NA	PUENTE DE IXTLA	AHUEHUETZINGO	968	406687	321299	14743	0.0458856081095802
SEEDGWAS5206	194.400433962	19.73333333	-99.58333333	Mexico	NA		LLANO DE PIEDRA PARADA	2776	356481	371505	17074	0.0459590045894403
SEEDGWAS5207	300.848653967	19.98333333	-102.3	Mexico	NA		RANCHO CANELO	1565	382141	345845	10014	0.0289551677774726
SEEDGWAS5208	819.126960165	25.45	-100.833333	Mexico	NA		SIERRA DE ARTEAGA	1700	300573	427413	18690	0.0437281973173488
SEEDGWAS5209	842.657408077	16.55	-92.466667	Mexico	NA		VILLA DE TEOPISCA	1785	359505	368481	14049	0.0381267962255856
SEEDGWAS521	6585.74648131	-26.87	-60.45	South America	NA	CHACO	PRESIDENCIA ROQUE SAENZ PENA	92	348936	379050	10553	0.0278406542672471
SEEDGWAS5210	1115.74792215	26.93333333	-105.4166667	Mexico	NA	ALLENDE	MOLINERAS	1613	401032	326954	13033	0.039861876594261
SEEDGWAS5214	2140.20062152	8.754457	-82.903449	Central America	NA	PUNTARENAS	SAN ANTONIO CANAS GORDAS	1099	421900	306086	11626	0.0379827891507616
SEEDGWAS5215	2279.83930092	8.295226	-81.701842	Central America	NA	CHIRIQUI	POTRERO DE CANA TOLE	469	422222	305764	7469	0.0244273361154354
SEEDGWAS5216	2255.57095944	8.258527	-81.980232	Central America	NA	CHIRIQUI	RABO DE PUERCO SAN JUAN	20	415267	312719	12720	0.0406754946133749
SEEDGWAS5219	1166.82905068	14.559174	-89.939202	Central America	NA	JALAPA	MAL PASO	1170	431342	296644	12081	0.0407255835277302
SEEDGWAS522	6472.61126513	-25	-60	South America	NA	FORMOSA	JOSE CANCIO	112	415631	312355	7774	0.0248883481935618
SEEDGWAS5220	1021.55472525	14.530291	-91.413563	Central America	NA	SUCHITEPEQUEZ	FINCA SAN NATONIO SANTO TOMAS	371	389361	338625	12664	0.0373983019564415
SEEDGWAS5221	1137.6424997	14.392633	-90.300288	Central America	NA	SANTA ROSA	PRIMER SABANA SANTA ROSA DE LIMA	1001	347241	380745	17840	0.0468555069666049
SEEDGWAS5227	1102.84032727	14.43333	-90.63333	Central America	NA	ESCUINTLA	FINCA LA COMPANIA PALIN	1209	332963	395023	16070	0.0406811755264883
SEEDGWAS523	6556.61099377	-24.965509	-58.818594	South America	NA	FORMOSA	MISION FRANCISCANA TACAAGLE	93	359608	368378	13301	0.0361069336388167
SEEDGWAS5232	7259.3966484	-31.239218	-55.632887	South America	NA	RIVERA	BUENA UNION CNO. VECINAL-OMAR CORREA	203	374361	353625	13616	0.0385040650406504
SEEDGWAS5234	1167.32988644	26.96666667	-106.35	Mexico	NA		BELLEZA	1563	277228	450758	24294	0.0538958820475732
